Jur Dept,Jurisdictional Dept,PMA NUM,PMA Name,PMA Location Address, PMA Land SqFt ,PMA Classification,PMA Current Use,PMA Future Use If Any,City Ownership,Category,Comment
Parks,Parks and Recreation,406,Colman Playground,1740 23rd Ave S," 121,975 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,4002,Virgil Flaim Park,2700 NE 123rd St," 120,903 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,435,University Playground,4745 9th Ave NE," 119,714 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,4408,Greenwood Park,8905 Fremont Ave N," 119,189 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4001,Inverness Ravine Park,8619 45th Ave NE," 117,970 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,252,Sunset Hill Park,7531 34th Ave NW," 117,487 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,260,Duwamish Head Greenspace- College Street Ravine,5050 SW College St," 116,609 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,287,Froula Playground- incl Use Agmt w/SPU,7200 12th Ave NE," 115,480 ",Fully Utilized,Park/Playground/Viewpoint,,Owned,,
Parks,Parks and Recreation,4445,Northgate Park & Community Center,10510 5th Ave NE," 113,574 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4432,I-90 Lid- Unnamed- WSDOT R/W Agmt,I-90 Lid," 112,821 ",Fully Utilized,Boulevards/Green Streets/Greenways/Trails,,Owned,,
Parks,Parks and Recreation,394,Sacajawea Playground,1726 NE 94th St," 112,336 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,404,Cleveland Playfield,5512 13th Ave S," 112,269 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,4033,Volunteer Parkway,899 14th Ave E," 111,218 ",Fully Utilized,Boulevards/Green Streets/Greenways/Trails,,Owned,,
Parks,Parks and Recreation,4620,Chinook Passage Natural Area on Thornton Creek,4555 NE 95th St," 108,680 ",Fully Utilized,Green Space/Natural Area,,Owned,,
Parks,Parks and Recreation,3996,Southwest Community Center and Pool- Part Lease,2801 SW Thistle St," 108,515 ",Fully Utilized,Community Parks,,Mixed Ownership,,
Parks,Parks and Recreation,318,Ella Bailey Park,2418 28th Ave W," 106,292 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4451,Ursula Judkins Viewpoint,2605 W Galer St," 106,229 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,421,Chinook Beach Park,9560 Rainier Ave S," 104,326 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4617,Little Brook Creek Natural Area,11728 35th Ave NE," 104,308 ",Fully Utilized,Green Space/Natural Area,,Owned,,
Parks,Parks and Recreation,4236,Schmitz Boulevard,5717 SW Stevens St," 103,845 ",Fully Utilized,Boulevards/Green Streets/Greenways/Trails,,Owned,,
Parks,Parks and Recreation,241,B. F. Day Playground,4020 Fremont Ave N," 102,840 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,248,Ross Playground- Part Lease,325 NW 44th St," 102,326 ",Fully Utilized,Recreation Areas,,Mixed Ownership,,
Parks,Parks and Recreation,4034,Columbia Park,4721 Rainier Ave S," 101,511 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,378,Peppis Playground,3233 E Spruce St," 99,715 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4465,Rotary Viewpoint,4622 35th Ave SW," 97,618 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,481,Parks North Shops,Ashworth Ave N & N 82nd St," 97,401 ",Fully Utilized,Maintenance Facility,,Owned,,
Parks,Parks and Recreation,395,Dr. Blanche Lavizzo Park,2200 S Jackson St," 96,023 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,436,Benefit Playground,9320 38th Ave S," 96,006 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4449,Alaskan Way Boulevard,Alaskan Way btwn Bay St and Broad," 95,850 ",Fully Utilized,Boulevards/Green Streets/Greenways/Trails,,Owned,,
Parks,Parks and Recreation,379,Roanoke Park,10th Ave E & E Roanoke St," 94,016 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4440,Edwin S Nelson Addition to Me-Kwa-Mooks N A,5426 SW Jacobsen Rd," 92,338 ",Fully Utilized,Green Space/Natural Area,,Owned,,
Parks,Parks and Recreation,592,Sturgus Park,999 Sturgus Ave S," 90,209 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,350,Cascade Playground- Part Lease,333 Pontius Ave N," 88,454 ",Fully Utilized,Neighborhood Parks,,Mixed Ownership,,
Parks,Parks and Recreation,274,Piers 62 and 63- Part Lease,1951 Alaska Way," 88,216 ",Fully Utilized,Downtown Parks,,Mixed Ownership,,
Parks,Parks and Recreation,414,Lakewood Playground,50th Ave S & S Angeline St," 85,908 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,498,Ballard Swimming Pool- Part Lease,1471 NW 67th St," 85,692 ",Fully Utilized,Community Parks,,Mixed Ownership,,
Parks,Parks and Recreation,295,Cormorant Cove,3701 Beach Dr SW," 85,672 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,380,Rogers Playground,2516 Eastlake Ave E," 83,663 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,4083,Waterway 19- Street Use,2119 N Northlake Way," 81,294 ",Fully Utilized,Mini Parks/Pocket Parks,,City Use on Street,,
Parks,Parks and Recreation,3098,Viretta Park,E Denny Blaine Pl," 79,938 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,371,Madrona Playground,917 34th Ave," 77,013 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,4469,Crown Hill Park,9089 Holman Rd NW," 74,517 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,447,Belvedere Park,3600 Admiral Way SW," 72,727 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,342,Kerry Park and Viewpoint,2nd Ave W & W Highland Dr," 68,666 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,374,E Montlake Park,2802 E Park Dr E," 68,616 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,401,Bradner Gardens Park,1730 Bradner Pl S," 68,040 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,300,Orchard St Ravine,7199 38th Ave SW," 67,795 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,438,Victory Heights Playground,1747 NE 106th St," 67,577 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,304,Bhy Kracke Park,1200 Blk of 5th Ave N," 66,608 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,278,Wolf Creek Ravine Natural Area,2299 3rd Ave N," 65,254 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,705,Duwamish Waterway Park- Part Esmt,10th Ave S," 64,198 ",Fully Utilized,Neighborhood Parks,,Mixed Ownership,,
Parks,Parks and Recreation,434,Rainier Beach Community Center,Rainier Ave S & S Henderson St," 62,784 ",Fully Utilized,Recreational Facility/Community Center,,Owned,,
Parks,Parks and Recreation,494,Westlake Greenbelt,802 Roy St," 62,110 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,4472,Bell Street Park Boulevard,Bell St betw 1st Ave & 5th Ave," 61,374 ",Fully Utilized,Downtown Parks,,Owned,,
Parks,Parks and Recreation,4157,Greg Davis Park,2600 SW Brandon St," 61,142 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,329,E Queen Anne Playground,1912 Warren Ave N," 60,031 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,271,North Beach Ravine- 30th NW Natural Area,2899 NW 92nd St," 59,976 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,4278,Ballard Commons Park,5701 22nd Ave NW," 59,954 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,343,Thorndyke Park,1818 Thorndyke Ave W," 59,729 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,1106,Thomas C Wales Park,2499 Dexter Ave N," 58,775 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,244,Albert Davis Park,12526 27th Ave NE," 58,460 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,306,City Hall Park,3rd Ave & Jefferson St," 56,879 ",Fully Utilized,Downtown Parks,,Owned,,
Parks,Parks and Recreation,4473,Lowery C (Pop) Mounger Pool,2535 32nd Ave W," 56,367 ",Fully Utilized,Community Parks,,Owned,,
Parks,Parks and Recreation,382,Pinehurst Playground,12029 14th Ave NE," 54,831 ",Fully Utilized,Recreation Areas,,Owned,,
Parks,Parks and Recreation,256,Langston Hughes Cultural Arts Center,104 17th Ave S," 52,604 ",Fully Utilized,Cultural/Entertainment Facility,,Owned,,
Parks,Parks and Recreation,4431,Union Bay Boglands No. 1,Surber Drive NE & 41st NE," 51,161 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,4032,Hunter Boulevard,3299 Hunter Bl S," 50,924 ",Fully Utilized,Boulevards/Green Streets/Greenways/Trails,,Owned,,
Parks,Parks and Recreation,4019,Mount Claire Park,2523 Mount Claire Dr S," 50,863 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4411,Ravenna Woods,4633 Ravenna Ave NE," 50,208 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,257,West Central Grounds Maintenance,1920 1st W," 49,554 ",Fully Utilized,Maintenance Facility,,Owned,,
Parks,Parks and Recreation,281,12th W and W Howe Play Park,1927 12th Ave W," 49,085 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4462,Cottage Grove Park,5200 26th  Ave SW," 47,760 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4615,Maple Springs Natural Area,NE 91st St & 40th Ave NE," 46,539 ",Fully Utilized,Green Space/Natural Area,,Owned,,
Parks,Parks and Recreation,4159,12th Ave S Viewpoint,2821 12th Ave S," 46,460 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4218,Greenspace At 1400 Alki Ave SW,1400 Alki Ave SW," 45,181 ",Fully Utilized,Green Space/Natural Area,,Owned,,
Parks,Parks and Recreation,2975,Fairview Park,2900 Fairview Ave E," 44,897 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,237,Pelly Place Natural Area,6770 Murray Ave SW," 44,779 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,4422,MacLean Park,1922 Taylor Ave N," 44,431 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,3915,Kobe Terrace,Maynard Ave S," 44,166 ",Fully Utilized,Downtown Parks,,Owned,,
Parks,Parks and Recreation,277,Mock Creek Ravine,9612 35th Ave NE," 44,103 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,4443,Victory Creek Park,1056 NE Northgate Way," 43,613 ",Fully Utilized,Park/Playground/Viewpoint,,Owned,,
Parks,Parks and Recreation,337,Queen Anne Swimming Pool & Community Center,1920 1st Ave W," 43,544 ",Fully Utilized,Recreational Facility/Community Center,,Owned,,
Parks,Parks and Recreation,4048,South Park Meadow,9141 8th Ave S," 42,902 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,321,Mayfair Park,2600 2nd Ave N," 42,494 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4417,Homewood Natural Area on Thornton Creek,11725 Lake City Way NE," 42,030 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,4468,Kirke Park,7028 9th Ave NW," 39,073 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,377,South Passage Point Park- Part Lease,Fairview Ave E," 38,760 ",Fully Utilized,Mini Parks/Pocket Parks,,Mixed Ownership,,
Parks,Parks and Recreation,297,Little Brook Park,14043 32nd Ave NE," 38,607 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4421,Trolley Hill Park,1800 5th Ave N," 37,717 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,359,Howell Park,Howell Pl," 37,590 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,3889,Terry Pettus Park,2001 Fairview Ave E," 37,287 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,322,Observatory Courts,110 Lee St," 36,850 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4416,Oxbow Park,6430 Corson Ave S," 35,415 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4049,Carleton Highlands,3298 Perkins Ln," 35,357 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,2956,North Passage Point Park- Part Lease,599 NE Northlake Way," 34,703 ",Fully Utilized,Mini Parks/Pocket Parks,,Mixed Ownership,,
Parks,Parks and Recreation,3894,Webster Park,3025 NW 68th St," 34,687 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4045,Rainbow Point- Part Lease,631 NE Banner Pl," 34,618 ",Fully Utilized,Mini Parks/Pocket Parks,,Mixed Ownership,,
Parks,Parks and Recreation,338,Victor Steinbrueck Park- Part Esmt,Western Ave & Virginia St," 34,520 ",Fully Utilized,Downtown Parks,,Mixed Ownership,,
Parks,Parks and Recreation,320,Marshall Park,1191 7th Ave W," 34,091 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4483,S Charlestown & 35th S,3640 35th Ave S," 32,491 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,3117,Spruce Mini Park,21st Ave E & E Spruce St," 31,992 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4628,Streissguth Gardens,1650 Broadway E," 30,296 ",Fully Utilized,Green Space/Natural Area,,Owned,,
Parks,Parks and Recreation,4475,Taylor Creek Headwaters,6109 S Fountain St," 30,276 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,3926,York Playground,3327 34th Ave S," 29,875 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4011,Fremont Canal Park- Use Agmt & St Use,2nd Ave NW & NW Canal St," 29,449 ",Fully Utilized,Neighborhood Parks,,Mixed Ownership,,
Parks,Parks and Recreation,4572,Puget Creek Edible Park,5265 18th Ave SW," 29,351 ",Fully Utilized,Park/Playground/Viewpoint,,Owned,,
Parks,Parks and Recreation,4030,Condon Way Center Strip,Condon Way," 28,952 ",Fully Utilized,Boulevards/Green Streets/Greenways/Trails,,Owned,,
Parks,Parks and Recreation,4460,Morgan Junction Park,6413 California Ave SW," 28,639 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,3914,Alvin Larkins Park,1504 34th Ave," 28,510 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,3122,Katie Black's Garden,1150 S Atlantic St," 28,457 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,459,Kilbourne Park,4398 SW Brace Point Dr," 28,333 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,4010,14th Ave NW Boat Ramp- St Use Agmt,4499 14th Ave NW," 28,015 ",Fully Utilized,Mini Parks/Pocket Parks,,City Use on Street,,
Parks,Parks and Recreation,358,Hing Hay Park,Maynard Ave S & S King St," 27,725 ",Fully Utilized,Downtown Parks,,Owned,,
Parks,Parks and Recreation,2840,Baker Park on Crown Hill,8347 14th Ave NW," 27,626 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,254,Ravenna Ravine,6299 24th Ave NE," 27,326 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,323,Occidental Square,117 S Washington St," 26,624 ",Fully Utilized,Downtown Parks,,Owned,,
Parks,Parks and Recreation,3987,Soundview Terrace,2500 11th Ave W," 25,244 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,2856,Madrona Ravine,3799 E Spring St," 25,235 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,3903,Sunnyside Ave N Boat Ramp- MOA w/ SED,2301 N Northlake Way," 24,988 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4599,Troll's Knoll Park- Agmt w/ SDOT,820 N 36th St," 24,598 ",Fully Utilized,Park/Playground/Viewpoint,,City Use on Street,,
Parks,Parks and Recreation,4424,Fremont Peak Park,4351 Palatine Ave N," 24,453 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4454,Ercolini Park,4542 48th Ave SW," 23,499 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4439,Lake People Park- Xacua'bs,3100 S Bradford St," 22,929 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4161,NW 60th St Viewpoint- Street End,6001 Seaview Avenue NW," 22,663 ",Fully Utilized,Mini Parks/Pocket Parks,,City Use on Street,,
Parks,Parks and Recreation,4155,Lake Union Walkway- Fairview Walkway- Street Use,1251 Fairview Ave N," 21,653 ",Fully Utilized,Mini Parks/Pocket Parks,,City Use on Street,,
Parks,Parks and Recreation,4426,Homer Harris Park,2401 E Howell St," 21,621 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,363,Flo Ware Park,2800 S Jackson St," 21,521 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4013,McGilvra Boulevard,1099 McGilvra Bl E," 21,462 ",Fully Utilized,Boulevards/Green Streets/Greenways/Trails,,Owned,,
Parks,Parks and Recreation,332,Westlake Park,401 Pine St," 21,334 ",Fully Utilized,Downtown Parks,,Owned,,
Parks,Parks and Recreation,384,Tashkent Park,511 Boylston Ave E," 20,514 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,575,Dakota Place Park,4304 SW Dakota St," 20,439 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,623,Delridge Wetland and Stewardship Project,5601 23rd Ave SW," 20,016 ",Fully Utilized,Wetland,,Owned,Restricted Funding,
Parks,Parks and Recreation,324,Parsons Gardens,650 W Highland Dr," 19,251 ",Fully Utilized,Special-Use Parks/Specialty Gardens/ELC's,,Owned,,
Parks,Parks and Recreation,4484,Greenwood-Phinney RUV,8102 Greenwood Ave N," 18,699 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4102,Hillman City Gardens- Part Esmt,4613 S Lucile St," 18,511 ",Fully Utilized,P-Patch,,Mixed Ownership,,
Parks,Parks and Recreation,3694,W Ewing Mini Park- Part St Permit Part Mgmt Agmt,244 W Ewing St," 18,334 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,3922,College St Mini-Park,2915 S College St," 18,208 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,475,Belvoir Place,3659 42nd Ave NE," 18,182 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,385,William Grose Park,1814 30th Ave E," 18,038 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4466,Seven Hills Park,16th Ave E & E Howell," 17,330 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4568,West Seattle Junction- 40th Ave SW,4731 40th Ave SW," 16,719 ",Fully Utilized,Vacant (Undeveloped),Park/Playground/Viewpoint,Owned,,
Parks,Parks and Recreation,4434,Maple Leaf Community Garden,529 NE 103rd St," 15,985 ",Fully Utilized,P-Patch,,Owned,,
Parks,Parks and Recreation,357,Prentis I. Frazier Park,Harrison St," 15,895 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,3929,Landing Parkway,4099 S Horton St," 15,711 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4070,Crown Hill Glen,8799 19th Ave NW," 15,627 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4464,Haller Lake Community Street End- St Use,N 125th St Shore Line Street End," 15,471 ",Fully Utilized,Greenbelts/Natural Area,,City Use on Street,,
Parks,Parks and Recreation,4403,Nora's Woods,702 29th Ave," 15,161 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4471,University Heights Plaza,5001 University Way NE," 14,689 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,351,Firehouse Mini Park,712 18th Ave," 14,507 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4590,48th SW & SW Charlestown,"48th SW & SW Charlestown, SW Cor"," 14,468 ",Fully Utilized,Park/Playground/Viewpoint,,Owned,,
Parks,Parks and Recreation,387,Plum Tree Park,1717 26th Ave," 14,402 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4419,Linden Orchard Park,720 N 67th St," 14,397 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,296,Madison Hillside,3001 E Madison St," 14,386 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,381,Spring Street Mini Park,1506 E Spring St," 14,297 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,3916,Nantes Park,5062 SW Admiral Way," 14,116 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,763,Ward Springs Park,925 4th Ave N," 14,039 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,325,Pioneer Square,303 2nd Ave S," 13,850 ",Fully Utilized,Downtown Parks,,Owned,,
Parks,Parks and Recreation,654,Former Morningside Substation- 8605 35th Ave NE,8605 35th Ave NE," 13,712 ",Fully Utilized,Park/Playground/Viewpoint,,Owned,,
Parks,Parks and Recreation,4429,Kiwanis Ravine Overlook,36th Ave W & W Ohman Pl," 13,177 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,4619,Gemenskap Park (Median),60XX 14th Ave NW," 12,995 ",Fully Utilized,Community Parks,,City Use on Street,,
Parks,Parks and Recreation,3927,Horton Hill Corridor- St R/W,3298 36th Ave S," 12,966 ",Fully Utilized,Mini Parks/Pocket Parks,,Accepted for Street,,
Parks,Parks and Recreation,336,Regrade Park,3rd Ave & Bell St," 12,960 ",Fully Utilized,Downtown Parks,,Owned,,
Parks,Parks and Recreation,4015,Miller Triangle,222 20th Ave E," 12,808 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,3883,Meridian Playground- Tilth,4699 Corliss Ave N," 12,631 ",Fully Utilized,Urban Agriculture,,Owned,,
Parks,Parks and Recreation,43,Horiuchi Park,156 Boren Ave," 12,503 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4438,Counterbalance Park,700 Queen Anne Ave N," 12,018 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4474,Broadway Hill Park,500 Federal Ave E," 11,956 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4489,Chinatown/ID Hub Urban Village Future Park Site,1227 S Jackson St," 11,670 ",Fully Utilized,Vacant (Undeveloped),Park/Playground/Viewpoint,Owned,,
Parks,Parks and Recreation,4021,Montlake Boulevard Center Strip,2811 Montlake Bl E," 11,667 ",Fully Utilized,Boulevards/Green Streets/Greenways/Trails,,Owned,,
Parks,Parks and Recreation,4404,A.B. Ernst Park,723 N 35th St," 11,546 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4627,Julia Lee's Park,2701 E Harrison," 11,290 ",Fully Utilized,Park/Playground/Viewpoint,,Owned,,
Parks,Parks and Recreation,3919,Stevens Place,2919 Beacon Ave S," 11,212 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,580,York Park,3650 Renton Ave S," 11,033 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4084,Roanoke Street Mini-Park- Street End,1 E Roanoke St," 11,025 ",Fully Utilized,Mini Parks/Pocket Parks,,City Use on Street,,
Parks,Parks and Recreation,4041,Trudy's Triangle,2521 Lake Park Dr S," 10,996 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,3119,Beacon Place,1110 S Dearborn St," 10,895 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,386,Thomas Street Mini Park,Bellevue Ave E & E Thomas St," 10,782 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,448,California Place,2099 California Ave SW," 10,629 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4616,Victory Creek Confluence NA on Thornton Creek,1039 NE 108th St," 10,176 ",Fully Utilized,Green Space/Natural Area,,Owned,,
Parks,Parks and Recreation,4428,Ballard Corners Park,1702 NW 62nd St," 10,004 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4476,Lake City Hub Urban Village Acquisition,12510 33rd Ave NE," 9,991 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,364,Donnie Chin International Children's Park,700 S Lane St," 9,987 ",Fully Utilized,Downtown Parks,,Owned,,
Parks,Parks and Recreation,595,Christie Park,817 NE 43rd St," 9,973 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,3880,Keystone Place,5664 Keystone Pl N," 9,779 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4461,Summit Slope Park,200 Summit Ave E," 9,605 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,3982,Denny Blaine Park,Lake Washington Bl E&E Denny Blaine," 9,355 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4006,Bagley Viewpoint,2598 11th Ave E," 9,280 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4384,2100 Westlake,2100 Westlake Ave," 9,148 ",Fully Utilized,Downtown Parks,,Owned,,
Parks,Parks and Recreation,4009,Parkmont Place,2401 W Viewmont Way W," 9,097 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,3158,6th Ave NW Pocket Park,606  NW 76th St," 9,007 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
